style,ddt,ticker,isin,gvkeyiid,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Historical Growth,Historical Growth,Historical Growth,Price Momentum,Price Momentum,Valuation,Volatility,MP
24,2026-07-31,000596 CH Equity,CNE000000MD5,24373702W,-0.010526315789473684,-0.007692307692307693,-0.010638297872340425,,,,-0.016666666666666666,0.003816793893129771,,,-0.058823529411764705,,,,-0.013157894736842105,-0.027777777777777776,,-0.02564102564102564,,-0.017241379310344827,-0.013513513513513514,-0.012658227848101266,-0.010638297872340425,,,,,,,,-0.005023336652181323
25,2026-07-31,000617 CH Equity,CNE000000MS3,27233101W,,,,,,,-0.016666666666666666,0.003816793893129771,,,,,,,,,,,-0.017241379310344827,,-0.013513513513513514,0.0031847133757961785,,,,,,,,0.0024752475247524753,-0.000994833425915424
26,2026-07-31,000625 CH Equity,CNE000000R36,24206101W,-0.010526315789473684,-0.007692307692307693,,-0.01,-0.010309278350515464,0.014285714285714285,,0.003816793893129771,,,,0.0625,,,0.006578947368421052,,,0.0125,0.01694915254237288,-0.017241379310344827,0.0045871559633027525,0.0031847133757961785,,,,,,-0.02040816326530612,-0.01282051282051282,0.0024752475247524753,-0.0006569810018646486
27,2026-07-31,000629 CH Equity,CNE0000007H2,25134401W,,,,0.009900990099009901,,,,,,,,,,,,,,,,,,,0.0036101083032490976,,,,,,,0.0024752475247524753,0.0006822036340188597
28,2026-07-31,000630 CH Equity,CNE000000529,27103901W,0.010101010101010102,-0.007692307692307693,,,0.01020408163265306,,,,0.014925373134328358,0.015873015873015872,,,,,,,,,,,,,0.0036101083032490976,,,,,,,0.0024752475247524753,0.002530222780020515
29,2026-07-31,000651 CH Equity,CNE0000001D4,25998001W,,-0.007692307692307693,,,,0.014285714285714285,,,,,0.058823529411764705,,,0.011627906976744186,-0.013157894736842105,,,0.0125,,,,0.0031847133757961785,,,,0.017857142857142856,,,0.0064516129032258064,-0.00980392156862745,0.0016861323562567373
30,2026-07-31,000657 CH Equity,CNE0000006M4,27223901W,,-0.007692307692307693,0.010869565217391304,0.009900990099009901,,,,,,,,,0.011627906976744186,0.011627906976744186,,,,,,,,,-0.010638297872340425,,,,,,,0.0024752475247524753,0.0007714106367850615
31,2026-07-31,000661 CH Equity,CNE0000007J8,27213001W,-0.010526315789473684,-0.007692307692307693,,-0.01,-0.010309278350515464,,,0.003816793893129771,,,,,,,,,-0.02127659574468085,-0.02564102564102564,,0.008771929824561403,,,-0.010638297872340425,,,,,,,0.0024752475247524753,-0.0022876825212828546
32,2026-07-31,000688 CH Equity,CNE0000003F5,25996701W,,,,,,,,,,,,,-0.011627906976744186,-0.011627906976744186,,,,,,,,,,,,,,,,0.0024752475247524753,-0.00020117415942754913
33,2026-07-31,000708 CH Equity,CNE0000008J6,25997201W,,,,,,,,,0.014925373134328358,0.015873015873015872,,,0.011627906976744186,,,,,,,,,,,,,,,,,0.0024752475247524753,0.002077910332963672
34,2026-07-31,000725 CH Equity,CNE0000016L5,24205802W,,,,-0.01,-0.010309278350515464,-0.014285714285714285,0.008264462809917356,-0.011235955056179775,0.014925373134328358,,,,,,,,,,,,0.0045871559633027525,0.0031847133757961785,0.0036101083032490976,,,,,-0.02040816326530612,0.0064516129032258064,0.0024752475247524753,-0.0007995849972485946
35,2026-07-31,000728 CH Equity,CNE000000QZ9,27200801W,-0.010526315789473684,-0.007692307692307693,,-0.01,-0.010309278350515464,,,-0.011235955056179775,,,,,,,,0.014084507042253521,,,-0.017241379310344827,0.008771929824561403,,-0.012658227848101266,0.0036101083032490976,,,,,,,0.0024752475247524753,-0.0022084710427578784
36,2026-07-31,000729 CH Equity,CNE000000S84,25130601W,0.010101010101010102,0.014492753623188406,0.010869565217391304,0.009900990099009901,0.01020408163265306,,0.008264462809917356,0.003816793893129771,,,,,,,,0.014084507042253521,-0.02127659574468085,-0.02564102564102564,,,,0.0031847133757961785,0.0036101083032490976,,0.01282051282051282,,,,0.0064516129032258064,,0.003260249790518054
37,2026-07-31,000733 CH Equity,CNE000000RY0,24375901W,,,,,,0.014285714285714285,-0.016666666666666666,0.003816793893129771,,,,,,,-0.013157894736842105,,,,,,-0.013513513513513514,-0.012658227848101266,0.0036101083032490976,,-0.02564102564102564,-0.017857142857142856,,,0.0064516129032258064,-0.00980392156862745,-0.0031355224842387706
38,2026-07-31,000738 CH Equity,CNE000000RM5,27196001W,-0.010526315789473684,0.014492753623188406,,,,0.014285714285714285,,0.003816793893129771,,,,,,0.011627906976744186,-0.013157894736842105,,-0.02127659574468085,,-0.017241379310344827,-0.017241379310344827,-0.013513513513513514,-0.012658227848101266,0.0036101083032490976,,,,,,-0.01282051282051282,0.0024752475247524753,-0.0011504982147077039
39,2026-07-31,000750 CH Equity,CNE0000008K4,27196601W,,,,,,,,,,,,,,,0.006578947368421052,,,0.0125,0.01694915254237288,0.008771929824561403,,0.0031847133757961785,,,,,,,,0.0024752475247524753,0.001157675638185166
40,2026-07-31,000768 CH Equity,CNE000000RF9,27104601W,,,,,,,,0.003816793893129771,,,,,0.011627906976744186,0.011627906976744186,,0.014084507042253521,0.01098901098901099,,-0.017241379310344827,-0.017241379310344827,0.0045871559633027525,0.0031847133757961785,0.0036101083032490976,,,,,-0.02040816326530612,-0.01282051282051282,0.0024752475247524753,-0.0004821430289426619
41,2026-07-31,000776 CH Equity,CNE0000008L2,27199901W,0.010101010101010102,-0.007692307692307693,,0.009900990099009901,0.01020408163265306,,,-0.011235955056179775,,,,,,,0.006578947368421052,,,,0.01694915254237288,-0.017241379310344827,,0.0031847133757961785,,,,,,,,0.0024752475247524753,0.000672038195403743
42,2026-07-31,000783 CH Equity,CNE000000SH3,25137601W,,-0.007692307692307693,,,,,,0.003816793893129771,,,,,,,0.006578947368421052,,,0.0125,0.01694915254237288,,,0.0031847133757961785,,,,,,,,0.0024752475247524753,0.0008579982574265033
43,2026-07-31,000786 CH Equity,CNE000000QS4,25983101W,,,,0.009900990099009901,0.01020408163265306,0.014285714285714285,,0.003816793893129771,,,,,,,0.006578947368421052,0.014084507042253521,0.01098901098901099,,,,,0.0031847133757961785,0.0036101083032490976,,,,,,0.0064516129032258064,0.0024752475247524753,0.0027904271777007073
44,2026-07-31,000792 CH Equity,CNE000000SW2,26009701W,-0.010526315789473684,,-0.010638297872340425,-0.01,-0.010309278350515464,,,,,,,,-0.011627906976744186,-0.011627906976744186,,,,,,,,,0.0036101083032490976,,,,,,,0.0024752475247524753,-0.0018431438224931075
45,2026-07-31,000807 CH Equity,CNE000000VG9,26026901W,0.010101010101010102,0.014492753623188406,,,0.01020408163265306,,,,-0.015151515151515152,-0.016129032258064516,,,,,,,,,,,,,0.0036101083032490976,,,,,,,0.0024752475247524753,-4.4633586157685084e-05
46,2026-07-31,000830 CH Equity,CNE000000WN3,27202401W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00980392156862745,-0.0006319927899979939
47,2026-07-31,000831 CH Equity,CNE000000WS2,26016801W,,-0.007692307692307693,,,,,,,,-0.016129032258064516,,,-0.011627906976744186,,,,,,,,,,0.0036101083032490976,,,,,,,0.0024752475247524753,-0.0011584954873123951
48,2026-07-31,000858 CH Equity,CNE000000VQ8,24368301W,-0.010526315789473684,-0.007692307692307693,-0.010638297872340425,,-0.010309278350515464,,-0.016666666666666666,0.003816793893129771,,,,,,,-0.013157894736842105,,,,,0.008771929824561403,-0.013513513513513514,-0.012658227848101266,-0.010638297872340425,,0.01282051282051282,,,,,,-0.0026389018972214112
49,2026-07-31,000876 CH Equity,CNE000000VB0,25955001W,-0.010526315789473684,0.014492753623188406,-0.010638297872340425,-0.01,-0.010309278350515464,,0.008264462809917356,-0.011235955056179775,,,,,,,0.006578947368421052,,0.01098901098901099,0.0125,,0.008771929824561403,0.0045871559633027525,0.0031847133757961785,,,0.01282051282051282,,,,0.0064516129032258064,,0.00038515108695325213
50,2026-07-31,000878 CH Equity,CNE000000W13,26027101W,,,,,,,,,,,,,0.011627906976744186,,,,,,,,,,-0.010638297872340425,,,,,,,0.0024752475247524753,3.3130191737395956e-05
51,2026-07-31,000893 CH Equity,CNE000000XS0,27206301W,0.010101010101010102,,-0.010638297872340425,,,,,,0.014925373134328358,0.015873015873015872,,,-0.011627906976744186,,,,,,,,,,0.0036101083032490976,,,,,,,0.0024752475247524753,0.001767659588189975
52,2026-07-31,000895 CH Equity,CNE000000XM3,26000401W,0.010101010101010102,0.014492753623188406,0.010869565217391304,0.009900990099009901,0.01020408163265306,,0.008264462809917356,,0.014925373134328358,0.015873015873015872,0.058823529411764705,,,,0.006578947368421052,0.014084507042253521,0.01098901098901099,0.0125,,,0.0045871559633027525,0.0031847133757961785,0.0036101083032490976,,,,,,0.0064516129032258064,,0.006564346214102551
53,2026-07-31,000932 CH Equity,CNE000001006,25133201W,0.010101010101010102,,,-0.01,-0.010309278350515464,,,,,,,,,,,,,,,,,,,,,,,,,0.0024752475247524753,-0.00033572491394681886
54,2026-07-31,000933 CH Equity,CNE000001097,26000301W,0.010101010101010102,,0.010869565217391304,,,,,,-0.015151515151515152,-0.016129032258064516,,,,-0.011627906976744186,,,,,,,,,0.0036101083032490976,,,,,,,0.0024752475247524753,-0.0008367056187454625
55,2026-07-31,000938 CH Equity,CNE0000010T1,26022301W,,,,,,-0.014285714285714285,0.008264462809917356,-0.011235955056179775,,,,,,0.011627906976744186,0.006578947368421052,,,,,,0.0045871559633027525,0.0031847133757961785,0.0036101083032490976,,,,,,,0.0024752475247524753,-2.3494460607488852e-06
56,2026-07-31,000960 CH Equity,CNE0000011D3,27024101W,,-0.007692307692307693,0.010869565217391304,0.009900990099009901,0.01020408163265306,,,,0.014925373134328358,0.015873015873015872,,,,,,,,,,,,,-0.010638297872340425,,,,,,,0.0024752475247524753,0.0026100303023675153
57,2026-07-31,000963 CH Equity,CNE0000011S1,26000801W,,,,,,,,0.003816793893129771,,,,,0.011627906976744186,0.011627906976744186,,,0.01098901098901099,,0.01694915254237288,,,,0.0036101083032490976,,,,,-0.02040816326530612,0.0064516129032258064,0.0024752475247524753,0.0009526995577277852
58,2026-07-31,000975 CH Equity,CNE0000012L4,27115501W,0.010101010101010102,,,,-0.010309278350515464,,,,-0.015151515151515152,-0.016129032258064516,,,,,,,,,,,,,0.0036101083032490976,,,,,,,0.0024752475247524753,-0.001576758371502539
59,2026-07-31,000977 CH Equity,CNE0000012M2,27213901W,,,-0.010638297872340425,,,,0.008264462809917356,,,0.015873015873015872,,,0.011627906976744186,0.011627906976744186,0.006578947368421052,,,,,,0.0045871559633027525,0.0031847133757961785,0.0036101083032490976,,,,,-0.02040816326530612,-0.01282051282051282,0.0024752475247524753,0.0005270780467549639
60,2026-07-31,000981 CH Equity,CNE000001352,27215701W,,,,,,,,,,,0.058823529411764705,0.0625,-0.011627906976744186,-0.011627906976744186,-0.013157894736842105,,,0.0125,-0.017241379310344827,-0.017241379310344827,0.0045871559633027525,0.0031847133757961785,,,,-0.017857142857142856,,,-0.01282051282051282,0.0024752475247524753,-0.0006504581950011455
61,2026-07-31,000983 CH Equity,CNE0000013Y5,25137101W,-0.010526315789473684,-0.007692307692307693,-0.010638297872340425,0.009900990099009901,0.01020408163265306,,,,,,,,-0.011627906976744186,-0.011627906976744186,,,,,,,,,,-0.1,-0.02564102564102564,,,,,0.0024752475247524753,-0.004675469963759681
62,2026-07-31,000988 CH Equity,CNE000001303,25900801W,,,,,,,-0.016666666666666666,0.003816793893129771,,,,,0.011627906976744186,0.011627906976744186,0.006578947368421052,,,,,,0.0045871559633027525,0.0031847133757961785,0.0036101083032490976,,0.01282051282051282,,,,,0.0024752475247524753,0.0009168335380683333
63,2026-07-31,000999 CH Equity,CNE0000011K8,25135901W,0.010101010101010102,,,,,,,0.003816793893129771,,,,,0.011627906976744186,0.011627906976744186,,,0.01098901098901099,0.0125,0.01694915254237288,0.008771929824561403,,,0.0036101083032490976,,,,,,0.0064516129032258064,0.0024752475247524753,0.0024968973357268726
64,2026-07-31,001203 CH Equity,CNE100004JY8,34746201W,,,,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,0.0024752475247524753,-0.0002640529226496705
65,2026-07-31,001309 CH Equity,CNE100005GP9,35376601W,,,,,,,0.008264462809917356,-0.011235955056179775,,,,,-0.011627906976744186,-0.011627906976744186,0.006578947368421052,,,,,,0.0045871559633027525,0.0031847133757961785,0.0036101083032490976,,0.01282051282051282,0.017857142857142856,,-0.02040816326530612,-0.01282051282051282,0.0024752475247524753,0.00014673878294831267
66,2026-07-31,001389 CH Equity,CNE100006HM2,36087201W,,,0.010869565217391304,0.009900990099009901,0.01020408163265306,,,0.003816793893129771,-0.015151515151515152,-0.016129032258064516,,,,0.011627906976744186,0.006578947368421052,,,,,,0.0045871559633027525,0.0031847133757961785,,,0.01282051282051282,0.017857142857142856,,,,,0.0016858887904050537
67,2026-07-31,001965 CH Equity,CNE1000032B1,32631201W,,-0.007692307692307693,,,,,,-0.011235955056179775,,,,,,0.011627906976744186,-0.013157894736842105,0.014084507042253521,-0.02127659574468085,,,,-0.013513513513513514,-0.012658227848101266,0.0036101083032490976,,,-0.017857142857142856,,,,-0.00980392156862745,-0.0031661377249540793
68,2026-07-31,002001 CH Equity,CNE000001J84,27070401W,0.010101010101010102,,,0.009900990099009901,0.01020408163265306,,,,-0.015151515151515152,-0.016129032258064516,,,,,,,,,,,,,0.0036101083032490976,,,,,,,-0.00980392156862745,-0.0010266724033436076
69,2026-07-31,002007 CH Equity,CNE000001JN8,27076001W,,0.014492753623188406,-0.010638297872340425,,,0.014285714285714285,-0.016666666666666666,0.003816793893129771,,,,,,,,,0.01098901098901099,0.0125,,-0.017241379310344827,,,-0.010638297872340425,,,,,-0.02040816326530612,,0.0024752475247524753,-0.0006444804888376943
70,2026-07-31,002008 CH Equity,CNE000001JQ1,27069601W,0.010101010101010102,-0.007692307692307693,0.010869565217391304,0.009900990099009901,0.01020408163265306,,,0.003816793893129771,,,,,,,,,0.01098901098901099,,0.01694915254237288,,,0.0031847133757961785,0.0036101083032490976,,,0.017857142857142856,,,,0.0024752475247524753,0.00339435516731478
71,2026-07-31,002027 CH Equity,CNE000001KK2,27088901W,,,,,,,,-0.011235955056179775,,,,,,,,,,,-0.017241379310344827,,,,0.0036101083032490976,,,,0.05,,0.0064516129032258064,-0.00980392156862745,9.83012044900542e-05
72,2026-07-31,002028 CH Equity,CNE000001KM8,27088301W,,,,,,0.014285714285714285,,0.003816793893129771,,,,,,,0.006578947368421052,,0.01098901098901099,,,,0.0045871559633027525,0.0031847133757961785,0.0036101083032490976,,,,,0.017857142857142856,,0.0024752475247524753,0.0021145161087972775
73,2026-07-31,002049 CH Equity,CNE000001M14,27334601W,,,,,-0.010309278350515464,,-0.016666666666666666,0.003816793893129771,-0.015151515151515152,-0.016129032258064516,,,,,,,,,,,-0.013513513513513514,-0.012658227848101266,0.0036101083032490976,,-0.02564102564102564,-0.017857142857142856,,,,0.0024752475247524753,-0.005114735436423322
74,2026-07-31,002050 CH Equity,CNE000001M22,27311401W,,0.014492753623188406,,,,0.014285714285714285,,0.003816793893129771,,,,,,,0.006578947368421052,0.014084507042253521,,,,,,0.0031847133757961785,,,,,,,,0.0024752475247524753,0.0019490466411217682
75,2026-07-31,002056 CH Equity,CNE000001N70,27823101W,,,,,,,0.008264462809917356,0.003816793893129771,,,,,,,0.006578947368421052,,,,,,0.0045871559633027525,0.0031847133757961785,-0.010638297872340425,,0.01282051282051282,0.017857142857142856,,,0.0064516129032258064,-0.00980392156862745,0.001641957754718351
76,2026-07-31,002064 CH Equity,CNE000001NK6,27844801W,,0.014492753623188406,,,,,,,,,,,-0.011627906976744186,-0.011627906976744186,,,,,,,,,0.0036101083032490976,,,,,,,0.0024752475247524753,0.0005119504296020342
77,2026-07-31,002074 CH Equity,CNE000001NY7,27918201W,,0.014492753623188406,-0.010638297872340425,-0.01,,-0.014285714285714285,,-0.011235955056179775,,,,,,,-0.013157894736842105,-0.027777777777777776,-0.02127659574468085,,,0.008771929824561403,0.0045871559633027525,0.0031847133757961785,,,,,,0.017857142857142856,,0.0024752475247524753,-0.0013889409049102958
78,2026-07-31,002078 CH Equity,CNE000001P52,27939301W,-0.010526315789473684,,-0.010638297872340425,,-0.010309278350515464,,,,,,,,0.011627906976744186,0.011627906976744186,,,,,,,,,-0.010638297872340425,,,,,,,-0.00980392156862745,-0.0018969992877868758
79,2026-07-31,002080 CH Equity,CNE000001P78,27944101W,,-0.007692307692307693,0.010869565217391304,,,,,,,,,,,,,,,,,,,,0.0036101083032490976,,,,,,,0.0024752475247524753,0.0003986416839711403
80,2026-07-31,002085 CH Equity,CNE000001PF1,27964001W,,,0.010869565217391304,,,,,-0.011235955056179775,0.014925373134328358,0.015873015873015872,,-0.06666666666666667,,,0.006578947368421052,,,0.0125,-0.017241379310344827,,0.0045871559633027525,0.0031847133757961785,,,,,,,,0.0024752475247524753,0.0011180561926990892
81,2026-07-31,002128 CH Equity,CNE100000098,28433601W,0.010101010101010102,,,0.009900990099009901,0.01020408163265306,,,,,,,,,,,,,,,,,,,0.09090909090909091,0.01282051282051282,,,0.017857142857142856,,0.0024752475247524753,0.0053962005778927895
82,2026-07-31,002129 CH Equity,CNE1000000B8,28433701W,-0.010526315789473684,,-0.010638297872340425,-0.01,-0.010309278350515464,-0.014285714285714285,,-0.011235955056179775,,,,,-0.011627906976744186,-0.011627906976744186,-0.013157894736842105,,,,,,0.0045871559633027525,0.0031847133757961785,0.0036101083032490976,,-0.02564102564102564,-0.017857142857142856,,,,-0.00980392156862745,-0.005780208434107064
83,2026-07-31,002131 CH Equity,CNE1000000F9,28434001W,,,,,,,,-0.011235955056179775,,,0.058823529411764705,-0.06666666666666667,,,,0.014084507042253521,0.01098901098901099,,-0.017241379310344827,-0.017241379310344827,,,0.0036101083032490976,-0.1,,,-0.1,,-0.01282051282051282,0.0024752475247524753,-0.007033611072135466
84,2026-07-31,002138 CH Equity,CNE1000000M5,28503801W,,,,,,-0.014285714285714285,-0.016666666666666666,-0.011235955056179775,0.014925373134328358,0.015873015873015872,,,,,,,,,,,0.0045871559633027525,0.0031847133757961785,,,0.01282051282051282,,,,0.0064516129032258064,0.0024752475247524753,0.0009968324129073535
85,2026-07-31,002142 CH Equity,CNE1000005P7,28587701W,0.010101010101010102,,,,,,0.008264462809917356,0.003816793893129771,,,,,,,,,,-0.02564102564102564,,,0.0045871559633027525,0.0031847133757961785,,,,,,,,0.0024752475247524753,0.0008027159510078952
